Date,Start Time,End Time,Activity,Category,,Timestamp
"Monday, 1 February 2021",0:00,0:00,Sleep,Sleep,,
"Monday, 1 February 2021",1:30,9:30,Sleep,Sleep,,
"Monday, 1 February 2021",9:30,10:00,Freshen up,Extra,,
"Monday, 1 February 2021",9:30,10:00,Chay,Eating,,
"Monday, 1 February 2021",10:00,10:40,Recharge,Inside Task,,
"Monday, 1 February 2021",10:40,12:00,Diary + Plan,Writing,,
"Monday, 1 February 2021",12:00,12:40,Lunch + ,Eating,,
"Monday, 1 February 2021",12:00,12:40,Sandiao,Leisure,,
"Monday, 1 February 2021",12:40,13:10,Rearrange Table Book shelf',Inside Task,,
"Monday, 1 February 2021",13:10,16:00,Mutual fund Intro,Information,,
"Monday, 1 February 2021",16:00,16:20,Blockchain Session,Office call,,
"Monday, 1 February 2021",16:30,17:00,SBI call,Phone Call,,
"Monday, 1 February 2021",17:00,18:30,Mutual fund Intro,Information,,
"Monday, 1 February 2021",18:30,20:00,Rajat/ Monu,Friends,,
"Monday, 1 February 2021",20:00,21:20,"Expense, Mutual Fund, Showing mon my expense table",Expense,,
"Monday, 1 February 2021",21:20,23:00,Reading Padmarag,Read,,
"Monday, 1 February 2021",23:00,23:59,Masturbate,Masturbate,,
"Tuesday, 2 February 2021",0:00,9:00,Sleep,Sleep,,
"Tuesday, 2 February 2021",9:00,10:00,Freshen,Extra,,
"Tuesday, 2 February 2021",9:00,10:00,Chay,Eating,,
"Tuesday, 2 February 2021",10:00,11:30,SBI Bank + CSIS inquiry,Information,,
"Tuesday, 2 February 2021",11:30,14:30,Goverdhan + Baba + Bike,Outside Task,,
"Tuesday, 2 February 2021",14:30,15:30,CSIS,Information,,
"Tuesday, 2 February 2021",15:30,16:30,Blockchain Session,Office call,,
"Tuesday, 2 February 2021",16:30,16:45,CSIS,Information,,
"Tuesday, 2 February 2021",16:45,17:30,Call Abhinav,Information,,
"Tuesday, 2 February 2021",17:30,20:00,Rajat/ (Monu fucked Nikki),Friends,,
"Tuesday, 2 February 2021",20:00,20:30,CSIS,Information,,
"Tuesday, 2 February 2021",20:30,22:00,Call Abhinav (CSIS) + Grievence,Information,,
"Tuesday, 2 February 2021",22:00,23:00,Dinner + ,Eating,,
"Tuesday, 2 February 2021",22:00,23:00,Sandiao,Leisure,,
"Tuesday, 2 February 2021",23:00,23:59,"Social media,meme",Social Media,,
"Wednesday, 3 February 2021",0:00,1:00,Masturbate,Masturbate,,
"Wednesday, 3 February 2021",1:00,7:40,Sleep,Sleep,,
"Wednesday, 3 February 2021",7:40,8:00,Freshen,Extra,,
"Wednesday, 3 February 2021",8:00,8:30,Wait,Extra,,
"Wednesday, 3 February 2021",8:30,9:00,Running,Exercise,,
"Wednesday, 3 February 2021",9:00,9:30,Rest,Sleep,,
"Wednesday, 3 February 2021",9:30,10:00,"Bath, Ready",Extra,,
"Wednesday, 3 February 2021",10:00,11:00,"Groww, Expense, Credit card apply, document sort folder, Diary entry",Expense,,
"Wednesday, 3 February 2021",11:00,11:40,Carrots,Inside Task,,
"Wednesday, 3 February 2021",11:40,12:40,Lunch + Sandiao,Eating,,
"Wednesday, 3 February 2021",11:40,12:40,Sandiao,Leisure,,
"Wednesday, 3 February 2021",12:40,13:00,Nothing,Extra,,
"Wednesday, 3 February 2021",13:00,13:20,Bed + Insta,Social Media,,
"Wednesday, 3 February 2021",13:20,15:30,Sleep,Sleep,,
"Wednesday, 3 February 2021",15:30,16:00,Tea,Extra,,
"Wednesday, 3 February 2021",16:00,18:00,Mutual fund On diary,Expense,,
"Wednesday, 3 February 2021",18:00,20:00,Rajat/ Monu,Friends,,
"Wednesday, 3 February 2021",20:00,22:30,Mutual fund Planning,Expense,,
"Wednesday, 3 February 2021",22:30,23:59,Expense Website,Expense,,
"Thursday, 4 February 2021",0:00,1:00,Expense Website,Expense,,
"Thursday, 4 February 2021",1:00,1:30,Reading Padmarag,Read,,
"Thursday, 4 February 2021",1:30,2:00,"Thinking, Insta",Writing,,
"Thursday, 4 February 2021",2:00,2:30,Masturbate,Masturbate,,
"Thursday, 4 February 2021",2:30,10:30,Sleep,Sleep,,
"Thursday, 4 February 2021",10:30,11:30,Freshen,Extra,,
"Thursday, 4 February 2021",10:30,11:30,Chay,Eating,,
"Thursday, 4 February 2021",11:30,12:30,writing and contemplating thoughts,Writing,,
"Thursday, 4 February 2021",12:30,13:15,Insta + gym videos,Social Media,,
"Thursday, 4 February 2021",13:15,14:00,Creating Google sheet,Time Tracker,,
"Thursday, 4 February 2021",14:00,15:00,Filling Time Tracker Data,Time Tracker,,
"Thursday, 4 February 2021",15:00,16:30,Filling Time Tracker Data,Time Tracker,,
"Thursday, 4 February 2021",16:30,17:00,Abhinav call,Office call,,
"Thursday, 4 February 2021",17:00,18:30,Bike + Chay + Nikhil,Friends,,
"Thursday, 4 February 2021",18:30,20:00,Monu,Friends,,
"Thursday, 4 February 2021",20:00,21:15,Navisha Call,Phone Call,,
"Thursday, 4 February 2021",21:15,22:45,Investment + Ledger + Time Tracker Dev,Time Tracker,,
"Thursday, 4 February 2021",22:45,23:00,Filling Time Tracker Data,Time Tracker,,
"Thursday, 4 February 2021",23:00,23:59,Sketch,Sketch,,
"Friday, 5 February 2021",0:00,0:20,Insta,Social Media,,
"Friday, 5 February 2021",0:20,0:48,Tracker,Time Tracker,,
"Friday, 5 February 2021",0:48,10:00,Sleep,Sleep,,
"Friday, 5 February 2021",10:00,10:30,"Expense, Freshenup",Extra,,
"Friday, 5 February 2021",10:00,10:30,expense,Expense,,
"Friday, 5 February 2021",10:30,11:00,Breakfast  + chay,Eating,,
"Friday, 5 February 2021",11:00,16:00,"mathura, ICICI, Creditcard, Register post sbi",Outside Task,,
"Friday, 5 February 2021",16:00,16:15,Chay,Eating,,
"Friday, 5 February 2021",16:15,17:50,"Interview joke, mansi",Phone Call,,
"Friday, 5 February 2021",17:50,20:00,Mounu rajat,Friends,,
"Friday, 5 February 2021",20:00,22:00,Writing and thinking inferiorities,Writing,,
"Friday, 5 February 2021",22:00,22:12,Padmarag book,Read,,
"Friday, 5 February 2021",22:12,22:45,Aditi - whatsapp,Social Media,,
"Friday, 5 February 2021",22:45,23:59,Writing - Inferiorities,Writing,,
"Saturday, 6 February 2021",0:00,1:00,Masturbate,Masturbate,,
"Saturday, 6 February 2021",1:00,10:30,Sleep,Sleep,,
"Saturday, 6 February 2021",10:30,13:30,Chachi/Chacha,Family,,
"Saturday, 6 February 2021",13:30,14:00,Expense,Writing,,
"Saturday, 6 February 2021",14:00,14:30,Lunch + ,Eating,,
"Saturday, 6 February 2021",14:00,14:30,sinchan,Leisure,,
"Saturday, 6 February 2021",14:30,16:15,Sketch - Nidhi,Sketch,,
"Saturday, 6 February 2021",16:15,16:30,Navisha call,Phone Call,,
"Saturday, 6 February 2021",16:30,17:00,skecth shared with nidhi,Phone Call,,
"Saturday, 6 February 2021",17:00,17:45,"Rajat, chay",Friends,,
"Saturday, 6 February 2021",17:45,21:30,Goverdhan Family Dinner,Family,,
"Saturday, 6 February 2021",17:45,21:30,Goverdhan Family Dinner,Eating,,
"Saturday, 6 February 2021",21:30,22:00,Expense + Diary,Writing,,
"Saturday, 6 February 2021",22:00,23:30,Movie,Leisure,,
"Saturday, 6 February 2021",23:30,23:59,Sleep,Sleep,,
"Sunday, 7 February 2021",0:00,7:00,Sleep,Sleep,,
"Sunday, 7 February 2021",7:00,8:00,Ready,Extra,,
"Sunday, 7 February 2021",8:00,17:00,Goverdhan Parikrama - bhanu di,Travel,,
"Sunday, 7 February 2021",8:00,17:00,Goverdhan Parikrama - bhanu di,Eating,,
"Sunday, 7 February 2021",17:00,20:00,Monu rajat,Friends,,
"Sunday, 7 February 2021",20:00,21:30,Expense Groww,Writing,,
"Sunday, 7 February 2021",21:30,23:59,Padmarag book,Read,,
"Monday, 8 February 2021",0:00,10:30,Sleep,Sleep,,
"Monday, 8 February 2021",10:30,11:00,Freshen up,Extra,,
"Monday, 8 February 2021",10:30,11:00,chay,Eating,,
"Monday, 8 February 2021",11:00,14:30,"Table rearrange, Buy extension chord, set up, Expense, groww, gmail sort",Inside Task,,
"Monday, 8 February 2021",14:30,15:20,Sleep,Sleep,,
"Monday, 8 February 2021",15:30,16:00,Ajay's session,Office call,,
"Monday, 8 February 2021",16:00,18:30,"Rajat, AWS",Study,,
"Monday, 8 February 2021",18:30,18:45,Mentor call,Office call,,
"Monday, 8 February 2021",18:45,20:00,Rajat Monu,Friends,,
"Monday, 8 February 2021",20:00,20:10,"Dinner, Sandwitch, Milk",Eating,,
"Monday, 8 February 2021",20:10,21:00,"Ravi, Stocks",Phone Call,,
"Monday, 8 February 2021",21:00,21:20,"Instagram ,Group",Social Media,,
"Monday, 8 February 2021",21:20,22:45,Nidhi,Phone Call,,
"Monday, 8 February 2021",22:45,23:00,"Instagram ,Meme",Social Media,,
"Monday, 8 February 2021",23:00,23:10,Diary,Writing,,
"Monday, 8 February 2021",23:10,23:59,compulsive,Compulsive,,
"Tuesday, 9 February 2021",0:00,0:30,compulsive,Compulsive,,
"Tuesday, 9 February 2021",0:30,1:00,Masturbate,Masturbate,,
"Tuesday, 9 February 2021",1:00,10:00,Sleep,Sleep,,
"Tuesday, 9 February 2021",10:00,13:00,freshen + chay + expense + groww,Extra,,
"Tuesday, 9 February 2021",10:00,13:00,chay,Eating,,
"Tuesday, 9 February 2021",13:00,14:30,Abhinav call- assignment,Office call,,
"Tuesday, 9 February 2021",14:30,15:00,,Extra,,
"Tuesday, 9 February 2021",15:00,15:40,Ajay assignment,Office call,,
"Tuesday, 9 February 2021",15:40,16:00,,Extra,,
"Tuesday, 9 February 2021",16:00,16:30,Abhinav call ASSUGNMENT,Office call,,
"Tuesday, 9 February 2021",16:30,18:15,"chay + Amazon sketchbook search, writing thoughts",Writing,,
"Tuesday, 9 February 2021",18:15,18:30,Venkat call,Office call,,
"Tuesday, 9 February 2021",18:30,20:00,rajat/mon,Friends,,
"Tuesday, 9 February 2021",20:00,20:30,dinner,Eating,,
"Tuesday, 9 February 2021",20:30,21:45,,Extra,,
"Tuesday, 9 February 2021",21:45,22:00,Ravi call,Phone Call,,
"Tuesday, 9 February 2021",22:00,22:30,Ravi call,Phone Call,,
"Tuesday, 9 February 2021",22:36,22:46,Shivani call,Phone Call,,
"Tuesday, 9 February 2021",22:46,22:56,Insta,Social Media,,
"Tuesday, 9 February 2021",22:56,23:30,Shivani call,Phone Call,,
"Tuesday, 9 February 2021",23:30,23:59,Nidhi call,Phone Call,,
"Wednesday, 10 February 2021",0:00,0:30,Nidhi call,Phone Call,,
"Wednesday, 10 February 2021",0:30,1:00,Meggi + milk,Eating,,
"Wednesday, 10 February 2021",1:00,1:30,bridgeton,Leisure,,
"Wednesday, 10 February 2021",1:30,2:00,Insta scrolling,Social Media,,
"Wednesday, 10 February 2021",2:00,2:30,Messaged shivani + masturbate,Masturbate,,
"Wednesday, 10 February 2021",2:30,11:00,Sleep,Sleep,,
"Wednesday, 10 February 2021",11:00,11:20,Freshen up,Extra,,
"Wednesday, 10 February 2021",11:00,11:20,chay,Eating,,
"Wednesday, 10 February 2021",11:20,11:40,"whastsapp Nidhi,Insta check, Groww, Gamil, Backfill",Social Media,,
"Wednesday, 10 February 2021",11:40,12:00,,Extra,,
"Wednesday, 10 February 2021",12:00,14:30,Assignment,office Work,,
"Wednesday, 10 February 2021",14:30,15:30,Abhinav call,Office call,,
"Wednesday, 10 February 2021",15:30,16:30,Assignment,office Work,,
"Wednesday, 10 February 2021",16:30,16:40,Ravi call,Office call,,
"Wednesday, 10 February 2021",16:40,18:30,,Extra,,
"Wednesday, 10 February 2021",18:30,20:00,Rajat monu,Friends,,
"Wednesday, 10 February 2021",20:00,21:00,Dinner + Bridgerton,Eating,,
"Wednesday, 10 February 2021",20:00,21:00,Bridgerton,Leisure,,
"Wednesday, 10 February 2021",21:00,23:59,Anne Frank,Read,,
"Thursday, 11 February 2021",0:00,0:30,"Shivani Text(didnt talk), Masturbate",Masturbate,,
"Thursday, 11 February 2021",0:30,1:30,Brigerton,Leisure,,
"Thursday, 11 February 2021",1:30,11:00,Sleep,Sleep,,
"Thursday, 11 February 2021",11:00,11:30,freshen + chay,Extra,,
"Thursday, 11 February 2021",11:00,11:30,chay,Eating,,
"Thursday, 11 February 2021",11:30,12:30,"gmail, talked to mom",Family,,
"Thursday, 11 February 2021",12:30,12:45,SBI call,Phone Call,,
"Thursday, 11 February 2021",12:45,13:45,,Extra,,
"Thursday, 11 February 2021",13:45,14:00,Ravi call,Office call,,
"Thursday, 11 February 2021",14:00,15:00,Brigerton,Leisure,,
"Thursday, 11 February 2021",14:50,15:10,Ravi call,Phone Call,,
"Thursday, 11 February 2021",15:10,15:30,,Extra,,
"Thursday, 11 February 2021",15:30,16:00,Ajay call,Office call,,
"Thursday, 11 February 2021",16:00,16:15,Abhinav call,Office call,,
"Thursday, 11 February 2021",16:15,18:00,"Diary, Thinking, Expense, gmail, reading old diaries",Writing,,
"Thursday, 11 February 2021",18:00,20:00,rajat monu,Friends,,
"Thursday, 11 February 2021",20:00,20:30,Dinner + youtube + laptops,Eating,,
"Thursday, 11 February 2021",20:00,20:30,youtube,Leisure,,
"Thursday, 11 February 2021",20:30,21:00,Milk diary,Writing,,
"Thursday, 11 February 2021",21:00,22:00,product management call,Office call,,
"Thursday, 11 February 2021",22:00,22:18,diary,Writing,,
"Thursday, 11 February 2021",22:18,22:30,Anne frank,Read,,
"Thursday, 11 February 2021",22:30,23:59,Sleep,Sleep,,
"Friday, 12 February 2021",0:00,6:45,Sleep,Sleep,,
"Friday, 12 February 2021",6:45,7:05,freshen,Extra,,
"Friday, 12 February 2021",7:05,7:30,running,Exercise,,
"Friday, 12 February 2021",7:30,8:00,bath,Extra,,
"Friday, 12 February 2021",8:00,8:30,meditation,Meditation,,
"Friday, 12 February 2021",8:30,8:45,nasta,Eating,,
"Friday, 12 February 2021",8:30,12:00,coding assignment,office Work,,
"Friday, 12 February 2021",12:00,13:00,lunch,Eating,,
"Friday, 12 February 2021",12:00,13:00,brigerton,Leisure,,
"Friday, 12 February 2021",13:00,13:15,terrace,Meditation,,
"Friday, 12 February 2021",13:35,14:15,Abhhinav call,Office call,,
"Friday, 12 February 2021",14:15,14:45,chay nasta terrace(30 min) ,Eating,,
"Friday, 12 February 2021",14:45,16:45,coding(2hr),office Work,,
"Friday, 12 February 2021",16:30,17:45,abhinv call,Office call,,
"Friday, 12 February 2021",17:45,18:00,fetch waetr,Outside Task,,
"Friday, 12 February 2021",18:00,20:30,rajat monu,Friends,,
"Friday, 12 February 2021",20:30,20:45,laptop,Inside Task,,
"Friday, 12 February 2021",20:45,21:15,"laptop dinner, ledger update, caution money",Eating,,
"Friday, 12 February 2021",21:15,22:30,TIme tracker,Time Tracker,,
"Friday, 12 February 2021",22:30,23:30,what to study and how?,Writing,,
"Friday, 12 February 2021",23:30,23:59,Sleep,Sleep,,
"Saturday, 13 February 2021",0:00,9:00,Sleep,Sleep,,
"Saturday, 13 February 2021",9:00,17:30,Malpura bua,Family,,
"Saturday, 13 February 2021",17:30,20:00,rajat monu,Friends,,
"Saturday, 13 February 2021",20:00,21:30,"milk, rohit(1.5hr) ",Phone Call,,
"Saturday, 13 February 2021",21:30,22:30,"diary(30min), gmail,groww, update",Writing,,
"Saturday, 13 February 2021",22:30,23:59,sleep,Sleep,,
"Sunday, 14 February 2021",0:00,10:00,sleep,Sleep,,
"Sunday, 14 February 2021",10:00,12:00,,Extra,,
"Sunday, 14 February 2021",12:00,13:00,Brigerton,Leisure,,
"Sunday, 14 February 2021",13:00,20:00,"rajat monu,inferiority, romanbce nature discussion",Friends,,
"Sunday, 14 February 2021",20:00,21:15,Thinking,Writing,,
"Sunday, 14 February 2021",21:15,22:15,ravi call + assignment,Office call,,
"Sunday, 14 February 2021",22:15,23:59,shubh call + assignment,Office call,,
"Monday, 15 February 2021",0:00,0:15,shubh call + assignment,Office call,,
"Monday, 15 February 2021",0:15,1:00,assignment,office Work,,
"Monday, 15 February 2021",1:00,1:15,Masturbate,Masturbate,,
"Monday, 15 February 2021",1:00,10:00,Sleep,Sleep,,
"Monday, 15 February 2021",10:00,10:43,"freshen, chay, courier(book marks) aditi",Extra,,
"Monday, 15 February 2021",10:00,10:43,chay,Eating,,
"Monday, 15 February 2021",10:43,11:00,abhinav call,Office call,,
"Monday, 15 February 2021",11:00,12:00,Expense,Expense,,
"Monday, 15 February 2021",12:00,12:40,lunch + abhinav call,Office call,,
"Monday, 15 February 2021",12:40,13:25,"expense, clear view, minimal error, (only 100 rupee)",Expense,,
"Monday, 15 February 2021",13:25,13:45,expense,Expense,,
"Monday, 15 February 2021",13:45,14:00,Abhinav call leave application,Office call,,
"Monday, 15 February 2021",14:00,15:00,,Extra,,
"Monday, 15 February 2021",15:00,16:45,Abhinav call,Office call,,
"Monday, 15 February 2021",16:45,17:15,Ravi call,Office call,,
"Monday, 15 February 2021",17:15,18:00,Shubh call,Office call,,
"Monday, 15 February 2021",18:00,20:00,Rajat monu,Friends,,
"Monday, 15 February 2021",20:00,21:00,Dinner,Eating,,
"Monday, 15 February 2021",20:00,21:00,brigerton,Leisure,,
"Monday, 15 February 2021",21:00,22:00,Milk + book(animal farm),Read,,
"Monday, 15 February 2021",22:00,22:30,Shivani call,Phone Call,,
"Monday, 15 February 2021",22:30,23:59,Ravi call,Office call,,
"Tuesday, 16 February 2021",0:00,0:30,Shivani call,Phone Call,,
"Tuesday, 16 February 2021",0:30,1:00,masturbation,Masturbate,,
"Tuesday, 16 February 2021",1:00,2:00,"Youtube, Felt good, keep diary",Writing,,
"Tuesday, 16 February 2021",1:00,2:00,Youtube,Leisure,,
"Tuesday, 16 February 2021",2:00,10:45,Sleep,Sleep,,
"Tuesday, 16 February 2021",10:45,11:00,Freshen+ chay,Extra,,
"Tuesday, 16 February 2021",10:45,11:00,Chay ,Eating,,
"Tuesday, 16 February 2021",12:00,12:30,Washed shirt,Inside Task,,
"Tuesday, 16 February 2021",12:30,13:00,Animal farm,Read,,
"Tuesday, 16 February 2021",13:00,14:00,Insta,Social Media,,
"Tuesday, 16 February 2021",14:00,15:00,Insta,Social Media,,
"Tuesday, 16 February 2021",15:00,16:00,Chay ,Eating,,
"Tuesday, 16 February 2021",16:00,18:20,Time tracker + music,Time Tracker,,
"Tuesday, 16 February 2021",18:20,20:20,Monu rajat,Friends,,
"Tuesday, 16 February 2021",20:20,21:00,"Insta, resume, edit",Inside Task,,
"Tuesday, 16 February 2021",21:00,22:10,RAvi call,Phone Call,,
"Tuesday, 16 February 2021",22:30,23:59,Sketch - Tiffany,Sketch,,
"Wednesday, 17 February 2021",0:00,0:30,Sketch - Tiffany,Sketch,,
"Wednesday, 17 February 2021",0:30,1:00,Writing,Writing,,
"Wednesday, 17 February 2021",1:00,1:30,Meggi,Eating,,
"Wednesday, 17 February 2021",1:00,1:30,peaky blinder,Leisure,,
"Wednesday, 17 February 2021",1:30,1:45,masturbate,Masturbate,,
"Wednesday, 17 February 2021",1:30,1:45,Youtube,Meditation,,
"Wednesday, 17 February 2021",1:45,9:00,Sleep,Sleep,,
"Wednesday, 17 February 2021",9:00,9:10,Chay ,Eating,,
"Wednesday, 17 February 2021",9:10,9:50,Sandeep + Freshen,Extra,,
"Wednesday, 17 February 2021",9:50,10:30,Bath + ready,Extra,,
"Wednesday, 17 February 2021",10:30,11:00,Desk + Plan + Making my self ready,Meditation,,
"Wednesday, 17 February 2021",11:00,11:30,Time tracker + music,Time Tracker,,
"Wednesday, 17 February 2021",11:30,11:45,lunch,Eating,,
"Wednesday, 17 February 2021",11:45,14:00,Time tracker + music,Time Tracker,,
"Wednesday, 17 February 2021",14:00,16:30,Sleep,Sleep,,
"Wednesday, 17 February 2021",16:30,17:15,Abhinav call,Office call,,
"Wednesday, 17 February 2021",17:15,17:45,Time tracker + music,Time Tracker,,
"Wednesday, 17 February 2021",17:45,20:30,"Monu rajat, petiz, false dopamine (tabshbino ki wawahi, nicotine)",Friends,,
"Wednesday, 17 February 2021",17:45,20:30,1,Nicotine,,
"Wednesday, 17 February 2021",20:30,21:00,mentor,Office call,,
"Wednesday, 17 February 2021",21:00,21:20,Time tracker + music,Time Tracker,,
"Wednesday, 17 February 2021",21:20,21:30,Time Tracker,Time Tracker,,
"Thursday, 18 February 2021",0:00,2:00,,,,
"Thursday, 18 February 2021",2:00,6:00,Sleep - Home,Sleep,,
"Thursday, 18 February 2021",6:00,23:59,Dilli,Travel,,
"Thursday, 18 February 2021",10:30,13:30,Animal farm,Read,,
"Friday, 19 February 2021",2:00,8:00,Sleep - dwarka,Sleep,,
"Friday, 19 February 2021",8:00,23:59,College + dilli,Travel,,
"Saturday, 20 February 2021",0:00,7:00,Sleep - dwarka,Sleep,,
"Saturday, 20 February 2021",7:00,23:59,Chachi,Travel,,
"Sunday, 21 February 2021",1:00,8:00,Sleep - Chachi,Sleep,,
"Sunday, 21 February 2021",8:00,10:30,Chachi,Travel,,
"Sunday, 21 February 2021",10:30,16:00,Travel out of dilli,Travel,,
"Sunday, 21 February 2021",16:00,18:30,rajat monu,Friends,,
"Sunday, 21 February 2021",18:30,19:15,Mentor evaluation,Office call,,
"Sunday, 21 February 2021",19:15,19:45,Monu,Friends,,
"Sunday, 21 February 2021",19:45,23:59,Phone set up,Inside Task,,
"Monday, 22 February 2021",0:00,1:00,Phone set up,Inside Task,,
"Monday, 22 February 2021",1:00,1:30,masturbate,Masturbate,,
"Monday, 22 February 2021",1:30,10:00,Sleep,Sleep,,
"Monday, 22 February 2021",10:00,15:30,bank work - csis,Outside Task,,
"Monday, 22 February 2021",15:30,16:00,lunch,Eating,,
"Monday, 22 February 2021",16:00,17:15,shivansh project review,Office call,,
"Monday, 22 February 2021",17:15,17:45,,Extra,,
"Monday, 22 February 2021",17:45,20:00,rajat monnu,Friends,,
"Monday, 22 February 2021",20:00,21:00,,Extra,,
"Monday, 22 February 2021",21:00,21:45,Ravi call,Office call,,
"Monday, 22 February 2021",21:45,22:30,"writing, Expense, Manya insta",Writing,,
"Monday, 22 February 2021",22:30,23:30,rohit call,Phone Call,,
"Monday, 22 February 2021",23:30,23:50,Writing Diary,Writing,,
"Monday, 22 February 2021",23:50,23:59,expnse,Expense,,
"Tuesday, 23 February 2021",0:00,0:30,time ledger,Time Tracker,,
"Tuesday, 23 February 2021",0:30,1:00,masturbate,Masturbate,,
"Tuesday, 23 February 2021",1:00,1:30,YOutube - needed some kind of kknowledge about mind,Information,,
"Tuesday, 23 February 2021",1:30,9:00,Sleep,Sleep,,
"Tuesday, 23 February 2021",9:00,9:30,freshen up,Extra,,
"Tuesday, 23 February 2021",9:30,10:00,chay and apps,Eating,,
"Tuesday, 23 February 2021",10:00,11:00,"rohit, abhinav",Phone Call,,
"Tuesday, 23 February 2021",11:00,11:30,Shivansh,Office call,,
"Tuesday, 23 February 2021",11:30,12:00,"Lunch - roti, matar paneer",Eating,,
"Tuesday, 23 February 2021",12:00,14:14,Writing,Writing,,
"Tuesday, 23 February 2021",14:14,15:00,ravi,Phone Call,,
"Tuesday, 23 February 2021",15:00,15:30,Ledger and songs,Time Tracker,,
"Tuesday, 23 February 2021",15:30,18:00,Animal Farm complete,Read,,
"Tuesday, 23 February 2021",18:00,19:30,Monu rajat,Friends,,
"Tuesday, 23 February 2021",19:30,20:04,"Dinner - roti, aloo gobhi",Eating,,
"Tuesday, 23 February 2021",20:30,21:30,Sketch + Amazon sketchbooks,Sketch,,
"Tuesday, 23 February 2021",21:30,22:30,"Anne frank Jan, 1944",Read,,
"Tuesday, 23 February 2021",22:30,23:59,Sleep,Sleep,,
"Wednesday, 24 February 2021",0:00,2:00,Sleep,Sleep,,
"Wednesday, 24 February 2021",2:00,3:00,masturbate,Masturbate,,
"Wednesday, 24 February 2021",3:00,4:00,manya - chat,Text Chat,,
"Wednesday, 24 February 2021",4:00,10:00,Sleep,Sleep,,
"Wednesday, 24 February 2021",10:00,11:00,Filled oil+ Monu's Mandi,Inside Task,,
"Wednesday, 24 February 2021",11:00,14:00,Worked on sleep tracker (fit),Time Tracker,,
"Wednesday, 24 February 2021",14:00,14:30,Break - Nothing Insta + eat,Eating,,
"Wednesday, 24 February 2021",14:30,16:40,Worked on sleep tracker (fit),Time Tracker,,
"Wednesday, 24 February 2021",16:40,17:15,Ravi talk + little indulgence in Time tracker,Phone Call,,
"Wednesday, 24 February 2021",17:15,18:00,Worked on sleep tracker (fit),Time Tracker,,
"Wednesday, 24 February 2021",18:00,20:00,Monu rajat,Friends,,
"Wednesday, 24 February 2021",20:00,23:40,Worked on sleep tracker (fit) finally done,Time Tracker,,
"Wednesday, 24 February 2021",23:40,23:59,Summrize + informed frineds,Friends,,
"Thursday, 25 February 2021",0:00,0:10,Entries fill,Time Tracker,,
"Thursday, 25 February 2021",0:10,2:00,Writing on Google keep,Writing,,
"Thursday, 25 February 2021",2:00,9:00,Sleep,Sleep,,
"Thursday, 25 February 2021",9:00,9:30,freshen up,Extra,,
"Thursday, 25 February 2021",9:30,10:00,TIme ledger AND CHAY,Time Tracker,,
"Thursday, 25 February 2021",10:00,10:30,TIme ledge,Time Tracker,,
"Thursday, 25 February 2021",10:30,12:00,Abhinav call + Fit tracker,Office call,,
"Thursday, 25 February 2021",12:00,12:30,Roti - lunch,Eating,,
"Thursday, 25 February 2021",12:30,13:00,Thinking,Compulsive,,
"Thursday, 25 February 2021",13:00,15:00,Sleep,Sleep,,
"Thursday, 25 February 2021",15:00,15:30,Chay,Eating,,
"Thursday, 25 February 2021",15:30,16:00,Credit card,Inside Task,,
"Thursday, 25 February 2021",16:00,17:00,Thinking,Compulsive,,
"Thursday, 25 February 2021",17:00,18:00,CP,Coding,,
"Thursday, 25 February 2021",18:00,20:00,Monu rajat,Friends,,
"Thursday, 25 February 2021",20:00,21:00,blank,Compulsive,,
"Thursday, 25 February 2021",21:00,22:30,Mans search for meaning,Read,,
"Thursday, 25 February 2021",22:30,23:30,Fit tracker,Time Tracker,,
"Thursday, 25 February 2021",23:30,23:59,Instagram,Social Media,,
"Friday, 26 February 2021",0:00,0:30,masturbate,Masturbate,,
"Friday, 26 February 2021",0:30,1:00,meggi,Eating,,
"Friday, 26 February 2021",1:00,2:00,Thinking - (null/void) cant remember,Compulsive,,
"Friday, 26 February 2021",2:00,10:00,Sleep,Sleep,,
"Friday, 26 February 2021",10:00,10:30,freshen up + chay,Extra,,
"Friday, 26 February 2021",10:00,10:30,chay,Eating,,
"Friday, 26 February 2021",10:30,11:15,Extra works- Rajat payment,Inside Task,,
"Friday, 26 February 2021",11:15,12:00,Plan - what to do?,Time Tracker,,
"Friday, 26 February 2021",12:00,12:40,Music theory,Ukulele,,
"Friday, 26 February 2021",12:40,13:00,Ravi call,Phone Call,,
"Friday, 26 February 2021",13:00,15:00,Music theory,Ukulele,,
"Friday, 26 February 2021",15:00,17:30,Thinking,Compulsive,,
"Friday, 26 February 2021",17:30,20:00,Monu rajat goverdhan songs car,Friends,,
"Friday, 26 February 2021",20:00,21:15,Writing - Globalisation,Writing,,
"Friday, 26 February 2021",21:15,21:45,Tripahi call,Phone Call,,
"Friday, 26 February 2021",21:47,22:00,"Nidhi call, Ukulele",Phone Call,,
"Friday, 26 February 2021",22:00,23:00,Expense - ledger changes,Expense,,
"Friday, 26 February 2021",23:00,23:30,Masturbate,Masturbate,,
"Friday, 26 February 2021",23:30,23:59,Friends,Leisure,,
"Saturday, 27 February 2021",0:00,1:00,Instagram,Social Media,,
"Saturday, 27 February 2021",1:00,9:00,Sleep,Sleep,,
"Saturday, 27 February 2021",9:00,9:30,freshen up,Extra,,
"Saturday, 27 February 2021",9:30,10:30,Saloon,Inside Task,,
