Date,Start Time,End Time,Activity,Category,,Timestamp
"Thursday, 18 March 2021",18:00,19:37,monu rajat,Friends,,
"Thursday, 18 March 2021",18:00,19:37,1,Nicotine,,
"Thursday, 18 March 2021",19:37,20:51,Git upload,Coding,,
"Thursday, 18 March 2021",20:51,21:50,Movie - karate kid,Leisure,,
"Thursday, 18 March 2021",21:50,23:11,Aditi text ,Text Chat,,
"Thursday, 18 March 2021",23:11,23:44,Book- Anne Frank,Read,,
"Thursday, 18 March 2021",23:44,23:59,thought- How my actions must be,Compulsive,,
"Friday, 19 March 2021",0:00,0:15,thought- Towards what I should be working on,Compulsive,,
"Friday, 19 March 2021",0:15,0:50,Writing it,Writing,,
"Friday, 19 March 2021",0:50,1:15,Raining,Meditation,,
"Friday, 19 March 2021",1:15,1:38,Writing it,Writing,,
"Friday, 19 March 2021",1:38,3:00,b99,Leisure,,
"Friday, 19 March 2021",2:10,2:40,masturbate,Masturbate,,
"Friday, 19 March 2021",2:40,3:00,Nothing,Compulsive,,
"Friday, 19 March 2021",3:00,10:00,3:00	10:00,Sleep,,
"Friday, 19 March 2021",10:00,10:20,freshen,Extra,,
"Friday, 19 March 2021",10:20,10:33,25-pushups,Exercise,,
"Friday, 19 March 2021",10:33,11:00,Confusion,Compulsive,,
"Friday, 19 March 2021",11:00,12:00,Diary read/write,Writing,,
"Friday, 19 March 2021",12:00,12:36,Bath,Extra,,
"Friday, 19 March 2021",12:36,13:45,Memoir notebook,Coding,,
"Friday, 19 March 2021",13:45,14:24,"lunch- roti, kashifal, coldrink,",Eating,,
"Friday, 19 March 2021",14:00,14:24,b99,Leisure,,
"Friday, 19 March 2021",14:25,15:26,Memoir notebook,Coding,,
"Friday, 19 March 2021",15:26,15:41,Buy inchtape,Outside Task,,
"Friday, 19 March 2021",15:41,16:10,Medium - google Oauth,Coding,,
"Friday, 19 March 2021",16:10,16:30,Tripti,Text Chat,,
"Friday, 19 March 2021",16:30,17:30,Medium - google Oauth,Coding,,
"Friday, 19 March 2021",17:30,17:50,Chat about article,Text Chat,,
"Friday, 19 March 2021",17:50,19:40,Monu rajat,Friends,,
"Friday, 19 March 2021",17:50,19:40,1/2,Nicotine,,
"Friday, 19 March 2021",19:40,20:40,Instagram scroll,Social Media,,
"Friday, 19 March 2021",20:40,21:23,"Dinner - meggi, roti",Eating,,
"Friday, 19 March 2021",20:40,21:20,b99 + 10min john wick,Leisure,,
"Friday, 19 March 2021",21:20,21:29,time tarcker,Time Tracker,,
"Friday, 19 March 2021",21:29,22:23,Passport apply,Inside Task,,
"Friday, 19 March 2021",22:23,22:52,Diary,Writing,,
"Friday, 19 March 2021",22:52,23:59,23:00,Sleep,,
"Saturday, 20 March 2021",0:00,1:30,1:30,Sleep,,
"Saturday, 20 March 2021",1:30,2:30,Sleep break,Sleep,,
"Saturday, 20 March 2021",2:30,11:30,2:30 - 11:30,Sleep,,
"Saturday, 20 March 2021",11:30,12:00,freshen up,Extra,,
"Saturday, 20 March 2021",12:00,13:13,"chai, writing morning thoughts, planning day",Writing,,
"Saturday, 20 March 2021",13:13,13:44,"lunch - daal, roti, salad",Eating,,
"Saturday, 20 March 2021",13:24,13:44,20 min john wick,Leisure,,
"Saturday, 20 March 2021",13:44,15:14,laptops & insta,Compulsive,,
"Saturday, 20 March 2021",15:14,15:45,"Medium article, resource collection",Writing,,
"Saturday, 20 March 2021",15:45,16:15,laptops & insta,Compulsive,,
"Saturday, 20 March 2021",16:15,17:30,Laptop call discussion,Phone Call,,
"Saturday, 20 March 2021",17:30,18:00,john wick,Leisure,,
"Saturday, 20 March 2021",17:30,18:00,"bhel puri, maza,",Eating,,
"Saturday, 20 March 2021",18:00,20:00,Monu rajat goverdhan,Friends,,
"Saturday, 20 March 2021",18:00,20:00,Monu rajat goverdhan,Nicotine,,
"Saturday, 20 March 2021",20:00,21:20,Diary/Memoir One note,Writing,,
"Saturday, 20 March 2021",21:20,22:00,Krishan jr. Call,Phone Call,,
"Saturday, 20 March 2021",22:00,23:59,Nidhi call,Phone Call,,
"Sunday, 21 March 2021",0:00,1:30,Nidhi call,Phone Call,,
"Sunday, 21 March 2021",1:30,3:00,John wick,Leisure,,
"Sunday, 21 March 2021",3:00,11:00,3:00 - 11:00,Sleep,,
"Sunday, 21 March 2021",11:00,11:30,fresh,Extra,,
"Sunday, 21 March 2021",11:30,11:47,ledger update,Time Tracker,,
"Sunday, 21 March 2021",11:47,12:00,Reading Old diary,Writing,,
"Sunday, 21 March 2021",12:00,13:45,lunch - pohe,Eating,,
"Sunday, 21 March 2021",13:45,14:15,Sketch,Sketch,,
"Sunday, 21 March 2021",14:15,16:00,making One note notebook,Writing,,
"Sunday, 21 March 2021",16:00,17:30,Manto and Chughatai,Read,,
"Sunday, 21 March 2021",17:00,17:30,Dahi Tickiya,Eating,,
"Sunday, 21 March 2021",17:30,20:10,"Monu goverdhan, Rajat",Friends,,
"Sunday, 21 March 2021",17:30,20:10,Monu goverdhan,Nicotine,,
"Sunday, 21 March 2021",20:10,20:26,freshen up,Extra,,
"Sunday, 21 March 2021",20:10,20:29,Time,Time Tracker,,
"Sunday, 21 March 2021",20:29,22:22,"Discipline- writing, very basic",Writing,,
"Sunday, 21 March 2021",22:22,23:00,Manto and Chughatai,Read,,
"Sunday, 21 March 2021",23:00,23:59,Lihaf play youtube,Leisure,,
"Monday, 22 March 2021",0:00,1:00,Instagram,Social Media,,
"Monday, 22 March 2021",1:00,2:00,Porn,Masturbate,,
"Monday, 22 March 2021",2:00,9:40,2:00 - 9:40,Sleep,,
"Monday, 22 March 2021",9:40,10:15,"freshen, bath, brush",Extra,,
"Monday, 22 March 2021",10:15,10:30,paneer + meshed potato,Eating,,
"Monday, 22 March 2021",10:15,10:30,10 PUSHUPS,Exercise,,
"Monday, 22 March 2021",10:30,10:45,"To-do list, time tracker",Writing,,
"Monday, 22 March 2021",10:45,12:39,"Nutrition routine, fear",Writing,,
"Monday, 22 March 2021",12:39,13:15,Lunch - roti + daal,Eating,,
"Monday, 22 March 2021",12:39,13:15,B99,Leisure,,
"Monday, 22 March 2021",13:15,16:47,Worrying and writign about money,Writing,,
"Monday, 22 March 2021",16:47,17:20,Instagram,Social Media,,
"Monday, 22 March 2021",17:20,18:05,Manto and Chughatai,Read,,
"Monday, 22 March 2021",18:05,20:00,monu/rajat - Akhha,Nicotine,,
"Monday, 22 March 2021",18:05,20:00,monu/rajat - Akhha,Friends,,
"Monday, 22 March 2021",20:00,20:17,Nothing,Extra,,
"Monday, 22 March 2021",20:17,21:00,Diary/Memoir One note,Writing,,
"Monday, 22 March 2021",21:00,21:44,Nidhi call,Phone Call,,
"Monday, 22 March 2021",21:44,22:00,Diary/Memoir One note,Writing,,
"Monday, 22 March 2021",22:00,22:15,Instagram/ music,Social Media,,
"Monday, 22 March 2021",22:15,22:25,Diary/Memoir One note,Writing,,
"Monday, 22 March 2021",22:30,22:50,Nidhi call,Phone Call,,
"Monday, 22 March 2021",22:50,23:10,Instagram,Social Media,,
"Monday, 22 March 2021",23:10,23:25,Navisha,Phone Call,,
"Monday, 22 March 2021",23:25,23:59,Youtube,Youtube,,
"Tuesday, 23 March 2021",0:00,0:45,Intagram,Social Media,,
"Tuesday, 23 March 2021",0:45,1:20,one notes- money vs Men,Writing,,
"Tuesday, 23 March 2021",1:20,10:00,sLeep ,Sleep,,
"Tuesday, 23 March 2021",10:00,10:30,freshen,Extra,,
"Tuesday, 23 March 2021",10:30,11:30,"One notes, Nidhi",Writing,,
"Tuesday, 23 March 2021",11:30,12:39,"One notes, Money",Writing,,
"Tuesday, 23 March 2021",12:39,16:00,,,,
"Tuesday, 23 March 2021",16:00,23:00,Holi funciton @ mama,Family,,
"Tuesday, 23 March 2021",23:00,23:59,,,,
"Wednesday, 24 March 2021",0:00,1:30,Movie,Leisure,,
"Wednesday, 24 March 2021",1:30,1:40,Instagram,Social Media,,
"Wednesday, 24 March 2021",1:40,10:00,1:40 - 10:00,Sleep,,
"Wednesday, 24 March 2021",10:00,11:00,"Chay, freshen, etc",Extra,,
"Wednesday, 24 March 2021",10:00,11:00,Chay,Eating,,
"Wednesday, 24 March 2021",11:00,13:00,one notes,Writing,,
"Wednesday, 24 March 2021",13:00,13:30,"Lunch- roti, sabji",Eating,,
"Wednesday, 24 March 2021",13:00,15:00,one notes,Writing,,
"Wednesday, 24 March 2021",15:00,15:50,"lie down, ",Masturbate,,
"Wednesday, 24 March 2021",15:50,16:30,Dude - youttube,Leisure,,
"Wednesday, 24 March 2021",16:30,17:30,Mill task,Outside Task,,
"Wednesday, 24 March 2021",17:30,18:00,lie down,Extra,,
"Wednesday, 24 March 2021",18:00,20:00,monu rajat,Friends,,
"Wednesday, 24 March 2021",18:00,20:00,2,Nicotine,,
"Wednesday, 24 March 2021",20:00,21:00,"Dinner - sawai, milk",Eating,,
"Wednesday, 24 March 2021",20:30,21:00,b99,Leisure,,
"Wednesday, 24 March 2021",20:00,20:30,Thinking investment,Writing,,
"Wednesday, 24 March 2021",21:00,23:00,sketching,Sketch,,
"Wednesday, 24 March 2021",23:00,23:20,edit and upload,Sketch,,
"Wednesday, 24 March 2021",23:20,23:59,,Extra,,
"Thursday, 25 March 2021",0:00,1:15,mill task,Outside Task,,
"Thursday, 25 March 2021",1:15,10:00,1:15 - 10:00,Sleep,,
"Thursday, 25 March 2021",10:00,10:30,freshen,Extra,,
"Thursday, 25 March 2021",10:30,11:00,chay + writing morning,Writing,,
"Thursday, 25 March 2021",11:00,12:30,coding-cses-c++,Coding,,
"Thursday, 25 March 2021",12:30,13:00,insta,Social Media,,
"Thursday, 25 March 2021",13:00,14:00,youtube(dude),Leisure,,
"Thursday, 25 March 2021",13:00,13:15,"lunch, 2*roti + sabji",Eating,,
"Thursday, 25 March 2021",14:00,14:30,insta,Social Media,,
"Thursday, 25 March 2021",14:30,15:00,Nothing,Compulsive,,
"Thursday, 25 March 2021",15:00,16:00,abhinav call,Office call,,
"Thursday, 25 March 2021",16:00,17:00,laptop dillema,Compulsive,,
"Thursday, 25 March 2021",17:00,18:00,money dillema - notes,Writing,,
"Thursday, 25 March 2021",18:00,20:00,monu rajat,Friends,,
"Thursday, 25 March 2021",18:00,20:00,monu rajat,Nicotine,,
"Thursday, 25 March 2021",20:00,21:15,money dillema,Compulsive,,
"Thursday, 25 March 2021",21:15,21:45,money dillema,Compulsive,,
"Thursday, 25 March 2021",21:45,22:15,Writing money,Writing,,
"Thursday, 25 March 2021",22:15,23:20,Manto,Read,,
"Thursday, 25 March 2021",23:20,23:32,time tracker,Time Tracker,,
"Thursday, 25 March 2021",23:32,23:59,going to bed now,Text Chat,,
"Friday, 26 March 2021",0:00,3:00,"Thinking, Movie, Writing, Srasthi chat",Compulsive,,
"Friday, 26 March 2021",3:00,10:00,3:00 - 10:00,Sleep,,
"Friday, 26 March 2021",10:00,11:30,freshen up,Extra,,
"Friday, 26 March 2021",10:00,11:30,"Mom, money, Freshen, chay",Eating,,
"Friday, 26 March 2021",11:30,11:40,Meeeting,Office call,,
"Friday, 26 March 2021",11:40,12:10,Abhinav call,Office call,,
"Friday, 26 March 2021",12:10,13:00,"Mom, money, Lunch",Eating,,
"Friday, 26 March 2021",13:00,14:30,Umesh meeting,Office call,,
"Friday, 26 March 2021",14:30,16:00,"Mom, money, Namkeen",Eating,,
"Friday, 26 March 2021",16:00,17:00,Holi meeting,Office call,,
"Friday, 26 March 2021",17:00,18:00,"Mom, money, Freshen",Eating,,
"Friday, 26 March 2021",18:00,20:00,"Monu, nicotine",Nicotine,,
"Friday, 26 March 2021",20:00,21:00,"Lie down, sleep 20:00 - 21:00",Sleep,,
"Friday, 26 March 2021",21:00,21:30,Aloo ticcki + dawai,Eating,,
"Friday, 26 March 2021",21:00,23:00,Writing money,Writing,,
"Friday, 26 March 2021",23:00,23:59,Manya chat,Text Chat,,
"Saturday, 27 March 2021",0:00,10:00,Sleep,Sleep,,
"Saturday, 27 March 2021",10:00,10:30,Freshen,Extra,,
"Saturday, 27 March 2021",10:30,11:00,Chay + thoughts,Writing,,
"Saturday, 27 March 2021",11:00,12:46,Compulsive thinking about thoughts what to do,Compulsive,,
"Saturday, 27 March 2021",12:46,13:10,Rajt call,Phone Call,,
"Saturday, 27 March 2021",13:10,13:30,Compulsive thinking about thoughts what to do,Compulsive,,
"Saturday, 27 March 2021",13:30,13:50,Bath,Extra,,
"Saturday, 27 March 2021",13:50,14:20,"Netflix + lunch, roti chole, papad, ghujia",Eating,,
"Saturday, 27 March 2021",13:50,14:20,"Netflix + lunch, roti chole, papad, ghujia",Leisure,,
"Saturday, 27 March 2021",14:20,15:05,Chemicals,Writing,,
"Saturday, 27 March 2021",15:05,15:17,Time tracker,Time Tracker,,
"Saturday, 27 March 2021",15:17,16:14,Writing ,Writing,,
"Saturday, 27 March 2021",16:14,19:15,"Rajat goverdhan, monu, nicotine",Friends,,
"Saturday, 27 March 2021",19:15,21:20,Wrote about basics,Writing,,
"Saturday, 27 March 2021",21:20,23:59,,,,
"Sunday, 28 March 2021",0:00,1:00,,,,
"Sunday, 28 March 2021",1:00,10:00,sleep,Sleep,,
"Sunday, 28 March 2021",10:00,16:30,Laptop - buy,Outside Task,,
"Sunday, 28 March 2021",16:30,19:00,Goverdhan beer,Friends,,
"Sunday, 28 March 2021",19:00,20:15,Holika dehen,Inside Task,,
"Sunday, 28 March 2021",20:15,21:00,monu rajat,Friends,,
"Sunday, 28 March 2021",21:00,22:00,Laptop start menu error,Inside Task,,
"Sunday, 28 March 2021",22:00,23:00,Tripathi call,Phone Call,,
"Sunday, 28 March 2021",23:00,23:59,Laptop + freshen up,Inside Task,,
"Monday, 29 March 2021",0:00,2:00,Laptop setup,Inside Task,,
"Monday, 29 March 2021",2:00,2:30,Masturbate,Masturbate,,
"Monday, 29 March 2021",2:30,11:00,Sleep(tiredness) -holi,Sleep,,
"Monday, 29 March 2021",11:00,12:00,Lunch daal bati,Eating,,
"Monday, 29 March 2021",12:00,17:00,Laptop setup - nap - download ubuntu,Inside Task,,
"Monday, 29 March 2021",17:00,19:00,rajat home + chay,Friends,,
"Monday, 29 March 2021",19:00,20:00,monu rajat,Friends,,
"Monday, 29 March 2021",20:00,21:00,Ubuntu install,Inside Task,,
"Monday, 29 March 2021",21:00,22:00,Setuo ubuntu,Inside Task,,
"Monday, 29 March 2021",22:00,23:59,Nothing,Nothing,,
"Tuesday, 30 March 2021",0:00,1:00,Netflix or something,Leisure,,
"Tuesday, 30 March 2021",1:00,8:30,Sleep,Sleep,,
"Tuesday, 30 March 2021",8:30,10:00,"Freshn, documents ready",Outside Task,,
"Tuesday, 30 March 2021",10:00,17:00,Passport office,Outside Task,,
"Tuesday, 30 March 2021",17:00,18:00,Laptop,Inside Task,,
"Tuesday, 30 March 2021",18:00,20:00,Monu rajat,Friends,,
"Tuesday, 30 March 2021",20:00,23:59,dinner or something,Eating,,
"Wednesday, 31 March 2021",0:00,2:00,"masturbate, insta, compulsive",Masturbate,,
"Wednesday, 31 March 2021",2:00,6:30,Sleep,Sleep,,
"Wednesday, 31 March 2021",6:30,9:00,"Fresh,ect",Extra,,
"Wednesday, 31 March 2021",9:00,11:00,Sleep,Sleep,,
"Wednesday, 31 March 2021",11:00,16:00,"Laptop store, speaker diagnosis",Outside Task,,
"Wednesday, 31 March 2021",16:00,18:00,Laptop diagnosis,Inside Task,,
"Wednesday, 31 March 2021",18:00,20:00,Monu,Friends,,
"Wednesday, 31 March 2021",20:00,23:30,DInner 1 roti aloo sabji,Eating,,
"Wednesday, 31 March 2021",23:30,23:59,Sleep,Sleep,,
"Thursday, 1 April 2021",0:00,6:00,0:00 - 6:00,Sleep,,
"Thursday, 1 April 2021",6:00,6:10,Wakep up break,Extra,,
"Thursday, 1 April 2021",6:10,10:00,Sleep,Sleep,,
"Thursday, 1 April 2021",13:00,14:00,Dell helpline,Phone Call,,
"Friday, 2 April 2021",0:00,2:00,masturbate,Masturbate,,
"Friday, 2 April 2021",2:00,10:00,Sleep,Sleep,,
"Friday, 2 April 2021",10:00,12:00,"Freshn, etc",Extra,,
"Friday, 2 April 2021",12:00,13:00,KT - 1,Office call,,
"Friday, 2 April 2021",13:00,14:00,Lunch - ,Eating,,
"Friday, 2 April 2021",13:00,14:00,netflix,Leisure,,
"Friday, 2 April 2021",14:00,16:00,Writing  chemicals,Writing,,
"Friday, 2 April 2021",16:00,18:00,KT -2,Office call,,
"Friday, 2 April 2021",18:00,20:00,Monu,Friends,,
"Friday, 2 April 2021",20:00,21:00,"Khichdi, friends",Eating,,
"Friday, 2 April 2021",20:00,21:00,"Khichdi, friends",Leisure,,
"Friday, 2 April 2021",21:00,21:30,Writing ,Writing,,
"Friday, 2 April 2021",21:30,22:30,Microsoft helpline,Phone Call,,
"Friday, 2 April 2021",22:30,23:00,Manto,Read,,
"Friday, 2 April 2021",23:00,23:59,Nothing,Nothing,,
"Saturday, 3 April 2021",0:00,2:00,"masturbation, instagram scrolling",Masturbate,,
"Saturday, 3 April 2021",2:00,2:30,Friends,Leisure,,
"Saturday, 3 April 2021",2:30,10:00,Sleep,Sleep,,
"Saturday, 3 April 2021",10:00,10:30,freshen,Extra,,
"Saturday, 3 April 2021",10:30,11:00,Haircut,Outside Task,,
"Saturday, 3 April 2021",11:00,12:00,laptop fix,Inside Task,,
"Saturday, 3 April 2021",12:00,12:30,beard shave,Outside Task,,
"Saturday, 3 April 2021",12:30,13:00,Writing,Writing,,
"Saturday, 3 April 2021",13:00,13:30,eating - 2*roti + aloo sabji _ rayta,Eating,,
"Saturday, 3 April 2021",13:00,13:30,friends,Leisure,,
"Saturday, 3 April 2021",13:30,14:00,Writing,Writing,,
"Saturday, 3 April 2021",14:00,14:30,time tracker,Time Tracker,,
"Saturday, 3 April 2021",14:30,16:30,nap,Sleep,,
"Saturday, 3 April 2021",16:00,20:00,monu,Friends,,
"Saturday, 3 April 2021",20:00,20:30,Writing - horomones,Writing,,
"Saturday, 3 April 2021",20:30,21:00,dinner - dalia,Eating,,
"Saturday, 3 April 2021",20:30,21:00,friends,Leisure,,
"Saturday, 3 April 2021",21:00,22:15,Writing - horomones,Writing,,
"Saturday, 3 April 2021",22:15,22:45,Discipline set 2,Writing,,
"Saturday, 3 April 2021",22:45,23:15,Compulsive on discipline,Compulsive,,
"Saturday, 3 April 2021",23:15,23:23,time tracker,Time Tracker,,
"Saturday, 3 April 2021",23:23,23:45,meditation,Meditation,,
"Saturday, 3 April 2021",23:45,23:59,Book - JD,Read,,
"Sunday, 4 April 2021",0:00,0:20,Book - JD,Read,,
"Sunday, 4 April 2021",0:20,8:30,Sleep,Sleep,,
"Sunday, 4 April 2021",8:30,9:00,Freshen + brush,Extra,,
"Sunday, 4 April 2021",9:00,9:15,Bath,Extra,,
"Sunday, 4 April 2021",9:15,9:20,Terrace - Sun light,Outside Task,,
"Sunday, 4 April 2021",9:20,9:25,Reading article,Read,,
"Sunday, 4 April 2021",9:25,12:00,cses,Coding,,
"Sunday, 4 April 2021",12:00,12:30,lunch - rajma rice,Eating,,
"Sunday, 4 April 2021",12:00,12:30,friends,Leisure,,
"Sunday, 4 April 2021",12:00,14:00,cses,Coding,,
"Sunday, 4 April 2021",14:00,16:00,"Compulsive, coding with lesser attention",Compulsive,,
"Sunday, 4 April 2021",16:00,16:30,"tea, banana, namkeen, mathri",Eating,,
"Sunday, 4 April 2021",16:30,17:00,listening music,Music,,
"Sunday, 4 April 2021",17:00,20:00,"lala, monu, goverdhan",Friends,,
"Sunday, 4 April 2021",20:00,20:27,"Music, SPeaker",Music,,
"Sunday, 4 April 2021",20:27,21:30,Writing,Writing,,
"Sunday, 4 April 2021",21:30,22:00,tenet,Leisure,,
"Sunday, 4 April 2021",22:00,22:30,masturbate,Masturbate,,
"Sunday, 4 April 2021",22:30,23:59,tenet,Leisure,,
"Monday, 5 April 2021",0:00,0:30,tenet,Leisure,,
"Monday, 5 April 2021",0:30,1:00,Tried,Sleep,,
"Monday, 5 April 2021",1:00,1:30,Moving and insta,Social Media,,
"Monday, 5 April 2021",1:30,2:00,memoir,Writing,,
"Monday, 5 April 2021",2:00,9:00,Sleep,Sleep,,
"Monday, 5 April 2021",9:00,9:30,Freshen up,Extra,,
"Monday, 5 April 2021",9:30,10:00,Freshen up,Extra,,
"Monday, 5 April 2021",10:00,10:30,cooking,Inside Task,,
"Monday, 5 April 2021",10:30,11:00,writing - day,Writing,,
"Monday, 5 April 2021",11:00,12:30,devops-1,Office call,,
"Monday, 5 April 2021",12:30,13:00,abhinav call,Office call,,
"Monday, 5 April 2021",13:00,13:30,friends,Leisure,,
"Monday, 5 April 2021",13:00,13:30,Dalia,Eating,,
"Monday, 5 April 2021",13:30,13:50,abhinav call,Office call,,
"Monday, 5 April 2021",13:50,14:30,Dl asset track video,office Work,,
"Monday, 5 April 2021",14:30,15:30,mobile+insta,Social Media,,
"Monday, 5 April 2021",15:30,16:00,abhinav call,Phone Call,,
"Monday, 5 April 2021",16:00,17:45,Investment,Inside Task,,
"Monday, 5 April 2021",17:45,20:00,monu lala,Friends,,
"Monday, 5 April 2021",20:00,21:00,investment+leder,Inside Task,,
"Monday, 5 April 2021",21:00,21:22,TIme pass,Compulsive,,
"Tuesday, 6 April 2021",0:00,2:00,Masturbate  + friends,Masturbate,,
"Tuesday, 6 April 2021",2:00,2:30,friends,Leisure,,
"Tuesday, 6 April 2021",2:30,11:00,sleep,Sleep,,
"Tuesday, 6 April 2021",11:00,12:30,devops,Office call,,
"Tuesday, 6 April 2021",12:30,13:30,devops practice,office Work,,
"Tuesday, 6 April 2021",13:30,14:00,abhonav call,Phone Call,,
"Tuesday, 6 April 2021",14:00,14:30,lunch,Eating,,
"Tuesday, 6 April 2021",14:30,15:00,friends,Leisure,,
"Tuesday, 6 April 2021",15:00,16:00,dl asset track overview,office Work,,
"Tuesday, 6 April 2021",16:00,17:30,reading,Read,,
"Tuesday, 6 April 2021",17:30,20:00,monu,Nicotine,,
"Tuesday, 6 April 2021",20:00,21:00,writing,Writing,,
"Tuesday, 6 April 2021",22:00,23:00,dinner,Eating,,
"Tuesday, 6 April 2021",22:00,23:00,friends,Leisure,,
"Tuesday, 6 April 2021",23:00,23:59,Book,Read,,
"Wednesday, 7 April 2021",0:00,1:00,Masturbate  + friends,Masturbate,,
"Wednesday, 7 April 2021",1:00,1:30,friends,Leisure,,
"Wednesday, 7 April 2021",2:00,2:30,writing starting and ending the day,Writing,,
"Wednesday, 7 April 2021",2:30,9:30,sleep,Sleep,,
"Wednesday, 7 April 2021",9:00,10:00,starting the day,Writing,,
"Wednesday, 7 April 2021",10:00,10:30,20-pushups + 20 revrse crunches,Exercise,,
"Wednesday, 7 April 2021",10:30,11:00,bath,Extra,,
"Wednesday, 7 April 2021",11:00,12:30,devops,Office call,,
"Wednesday, 7 April 2021",12:30,13:00,lunch,Eating,,
"Wednesday, 7 April 2021",12:30,13:00,writing - todo,Writing,,
"Wednesday, 7 April 2021",13:00,15:00,reading,Read,,
"Wednesday, 7 April 2021",15:00,17:45,sleep,Sleep,,
"Wednesday, 7 April 2021",17:45,18:30,brain chemicals,Read,,
"Wednesday, 7 April 2021",18:30,19:58,monu,Friends,,
"Wednesday, 7 April 2021",18:30,19:58,1,Nicotine,,
"Wednesday, 7 April 2021",19:58,20:05,time tarcker,Time Tracker,,
"Wednesday, 7 April 2021",20:05,21:05,Thinking about application development,Writing,,
"Wednesday, 7 April 2021",21:05,22:37,Rohit call,Phone Call,,
"Wednesday, 7 April 2021",22:37,23:03,Writing worries,Writing,,
"Wednesday, 7 April 2021",23:03,23:59,Tried sleeping,Compulsive,,
"Thursday, 8 April 2021",0:00,0:54,Tried sleeping,Compulsive,,
"Thursday, 8 April 2021",0:54,1:54,organised gallery + written memoir,Inside Task,,
"Thursday, 8 April 2021",1:54,2:15,instagram,Social Media,,
"Thursday, 8 April 2021",2:15,9:00,Sleep,Sleep,,
"Thursday, 8 April 2021",9:00,9:30,exercise,Exercise,,
"Thursday, 8 April 2021",9:30,9:45,meditate,Meditation,,
"Thursday, 8 April 2021",9:45,10:03,Instagram,Social Media,,
"Thursday, 8 April 2021",10:03,10:39,Time tracker fixes,Time Tracker,,
"Thursday, 8 April 2021",10:39,11:00,basic to-do list,Writing,,
"Thursday, 8 April 2021",11:00,12:30,Devops,office Work,,
"Thursday, 8 April 2021",12:30,13:30,abhinav call,Phone Call,,
"Thursday, 8 April 2021",13:30,14:00,lunch - roti,Eating,,
"Thursday, 8 April 2021",13:30,14:00,ford vs ferrai,Leisure,,
"Thursday, 8 April 2021",14:00,14:30,devops read,Read,,
"Thursday, 8 April 2021",14:30,17:00,Sleep,Sleep,,
"Thursday, 8 April 2021",17:00,18:00,Devops,Read,,
"Thursday, 8 April 2021",18:00,20:00,Monu ,Nicotine,,
"Thursday, 8 April 2021",20:00,21:00,Devops/writing/reading,Read,,
"Thursday, 8 April 2021",21:00,21:50,ford vs ferrai,Leisure,,
"Thursday, 8 April 2021",21:00,21:30,dinner - sewai,Eating,,
"Thursday, 8 April 2021",21:50,22:12,"organising stuff, thinking about making a app to track myself, sleep, boody measures, etc.",Meditation,,
"Thursday, 8 April 2021",22:13,23:59,Manto - sharda,Read,,
"Friday, 9 April 2021",0:02,0:50,ismat - my frined my enemy,Read,,
"Friday, 9 April 2021",0:50,1:05,Arpit call,Phone Call,,
"Friday, 9 April 2021",1:05,1:18,Goodreads book update,Read,,
"Friday, 9 April 2021",1:18,2:00,masturbate,Masturbate,,
"Friday, 9 April 2021",2:00,9:00,2:00 - 9:00,Sleep,,
"Friday, 9 April 2021",9:00,9:30,freshn up,Extra,,
"Friday, 9 April 2021",9:30,10:00,exercise,Exercise,,
"Friday, 9 April 2021",10:00,10:30,"bath, brush, etc",Extra,,
"Friday, 9 April 2021",10:30,11:00,to-do ,Writing,,
"Friday, 9 April 2021",11:00,12:30,devops,office Work,,
"Friday, 9 April 2021",12:30,13:30,docker,Study,,
"Friday, 9 April 2021",13:30,14:00,lunch - 2*roti sabji,Eating,,
"Friday, 9 April 2021",14:00,14:20,bank,Outside Task,,
"Friday, 9 April 2021",14:20,15:45,ford v ferrai,Leisure,,
"Friday, 9 April 2021",15:45,15:55,nidhi call,Phone Call,,
"Friday, 9 April 2021",15:55,16:30,Docker,Study,,
"Friday, 9 April 2021",16:30,17:30,rajat call,Phone Call,,
"Friday, 9 April 2021",17:30,18:00,Samosa,Eating,,
"Friday, 9 April 2021",18:00,20:00,monu,Nicotine,,
"Friday, 9 April 2021",20:00,20:30,instagram,Social Media,,
"Friday, 9 April 2021",20:30,21:00,writing,Writing,,
"Friday, 9 April 2021",21:00,21:30,finding that song from that video,Inside Task,,
"Friday, 9 April 2021",21:30,21:53,"time tracker, writing",Writing,,
"Friday, 9 April 2021",21:54,23:51,The fault in our stars,Read,,
"Saturday, 10 April 2021",0:00,10:30,Sleep,Sleep,,
"Saturday, 10 April 2021",10:30,10:50,freshen,Extra,,
"Saturday, 10 April 2021",10:55,11:20,app - exercise,Exercise,,
"Saturday, 10 April 2021",11:20,11:35,bath,Extra,,
"Saturday, 10 April 2021",11:35,12:00,meditate,Meditation,,
"Saturday, 10 April 2021",12:00,12:30,2*daal k prathe + rayta + kheera,Eating,,
"Saturday, 10 April 2021",12:10,12:40,friends,Leisure,,
"Saturday, 10 April 2021",12:41,13:57,organise youtube playlist + listeing to berklee mucsic,Inside Task,,
"Saturday, 10 April 2021",13:58,14:30,Time tracker,Time Tracker,,
"Saturday, 10 April 2021",14:30,15:11,instagram,Social Media,,
"Saturday, 10 April 2021",15:11,18:00,Tasks,Inside Task,,
"Saturday, 10 April 2021",18:00,20:00,"monu, KP",Nicotine,,
